Precinct,Registered_Voters_x,Absentee_TaylorRehmet,Early_TaylorRehmet,Election_TaylorRehmet,TotalVotes_TaylorRehmet,Absentee_LeighWambsganss,Early_LeighWambsganss,Election_LeighWambsganss,TotalVotes_LeighWambsganss,TotalVotesAll_x,VTD,CountyFIPS,County,CNTY,CNTYVTD,VTDKEY,total,anglo,nanglo,asian,black,hisp,bh,vap,anglovap,nanglovap,asianvap,blackvap,hispvap,bhvap,Winner,Rehmet_Pct,Wambsganss_Pct,Registered_Voters_y,Absentee_KellyHancock,Early_KellyHancock,Election_KellyHancock,TotalVotes_KellyHancock,Absentee_GwennBurud,Early_GwennBurud,Election_GwennBurud,TotalVotes_GwennBurud,TotalVotesAll_y,Hancock_Pct,Burud_Pct,Margin_2026,Margin_2022,Margin_Shift,Dem_Vote_Change
3538,4043,4,313,168,485,2,344,215,561,1046,3538,439,TARRANT,439,2203538,8424,5453,3627,1826,1011,192,501,676,3718,2549,1169,649,124,310,425,Leigh Wambsganss,46.367112810707454,53.632887189292546,4065,21,1180,323,1524,33,644,166,843,2367,64.38529784537388,35.61470215462611,-7.265774378585093,-28.770595690747776,21.504821312162683,10.752410656081345
3545,2594,6,172,102,280,3,268,191,462,742,3545,439,TARRANT,439,2203545,8427,3280,2352,928,479,118,247,364,2392,1806,586,289,73,148,220,Leigh Wambsganss,37.735849056603776,62.264150943396224,2641,14,853,241,1108,29,346,92,467,1575,70.34920634920636,29.65079365079365,-24.52830188679245,-40.69841269841271,16.170110811620262,8.085055405810127
3552,3695,5,120,173,298,3,67,95,165,463,3552,439,TARRANT,439,2203552,8428,6224,2966,3258,810,1109,1245,2285,4294,2170,2124,557,675,794,1435,Taylor Rehmet,64.36285097192224,35.63714902807775,3657,13,545,308,866,17,451,252,720,1586,54.60277427490542,45.39722572509458,28.72570194384449,-9.205548549810842,37.931250493655334,18.965625246827663
3554,3098,10,227,131,368,3,223,191,417,785,3554,439,TARRANT,439,2203554,8429,3978,3022,956,330,145,355,493,2994,2337,657,224,94,230,323,Leigh Wambsganss,46.87898089171975,53.12101910828025,3188,36,1056,348,1440,27,412,105,544,1984,72.58064516129032,27.419354838709676,-6.242038216560502,-45.16129032258064,38.91925210602014,19.459626053010073
3558,3663,9,249,140,398,5,353,213,571,969,3558,439,TARRANT,439,2203558,8430,4618,3407,1211,662,107,332,432,3313,2576,737,386,68,202,267,Leigh Wambsganss,41.073271413828685,58.92672858617131,3648,22,1274,285,1581,28,485,124,637,2218,71.2804328223625,28.71956717763751,-17.853457172342623,-42.560865644724984,24.70740847238236,12.353704236191174
3560,0,0,0,0,0,0,0,0,0,0,3560,439,TARRANT,439,2203560,8431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,
3567,2342,2,66,81,149,8,80,79,167,316,3567,439,TARRANT,439,2203567,8434,2173,1338,835,82,330,336,650,1500,982,518,63,191,209,392,Leigh Wambsganss,47.151898734177216,52.84810126582279,4206,41,1034,489,1564,20,503,207,730,2294,68.17785527462948,31.82214472537053,-5.696202531645575,-36.355710549258944,30.65950801761337,15.329754008806685
3570,3220,3,114,122,239,2,71,90,163,402,3570,439,TARRANT,439,2203570,8435,5565,2995,2570,784,630,1010,1599,3969,2270,1699,521,417,650,1054,Taylor Rehmet,59.452736318407965,40.547263681592035,3176,15,488,343,846,11,327,223,561,1407,60.12793176972282,39.872068230277186,18.90547263681593,-20.255863539445635,39.161336176261564,19.58066808813078
3575,0,0,0,0,0,0,0,0,0,0,3575,439,TARRANT,439,2203575,8437,12,3,9,0,6,2,7,10,3,7,0,5,0,5,Tie,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,
3579,977,5,49,42,96,0,81,53,134,230,3579,439,TARRANT,439,2203579,8438,1212,899,313,120,51,102,150,932,724,208,78,35,62,94,Leigh Wambsganss,41.73913043478261,58.26086956521739,1027,10,341,108,459,13,124,22,159,618,74.27184466019418,25.728155339805824,-16.52173913043478,-48.54368932038835,32.02195018995357,16.010975094976786
3580,0,0,0,0,0,0,0,0,0,0,3580,439,TARRANT,439,2203580,8439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,
3582,27,0,0,0,0,0,2,10,12,12,3582,439,TARRANT,439,2203582,8440,108,46,62,12,10,32,38,85,41,44,9,4,26,28,Leigh Wambsganss,0.0,100.0,37,0,18,8,26,0,0,2,2,28,92.85714285714286,7.142857142857142,-100.0,-85.71428571428572,-14.285714285714278,-7.142857142857142
3583,0,0,0,0,0,0,0,0,0,0,3583,439,TARRANT,439,2203583,8441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,
3584,0,0,0,0,0,0,0,0,0,0,3584,439,TARRANT,439,2203584,8442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,
3585,0,0,0,0,0,0,0,0,0,0,3585,439,TARRANT,439,2203585,8443,31,8,23,2,7,9,15,28,7,21,2,6,8,14,Tie,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,
3590,0,0,0,0,0,0,0,0,0,0,3590,439,TARRANT,439,2203590,8444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,
3624,403,0,23,11,34,0,19,21,40,74,3624,439,TARRANT,439,2203624,8445,568,243,325,281,22,23,40,380,194,186,158,16,13,26,Leigh Wambsganss,45.94594594594595,54.054054054054056,365,3,91,36,130,2,49,18,69,199,65.32663316582915,34.67336683417086,-8.108108108108105,-30.653266331658294,22.54515822355019,11.272579111775094
3626,817,6,46,18,70,8,57,39,104,174,3626,439,TARRANT,439,2203626,8446,1031,828,203,66,46,64,108,898,746,152,45,34,52,85,Leigh Wambsganss,40.229885057471265,59.77011494252874,782,35,267,66,368,16,93,21,130,498,73.89558232931726,26.104417670682732,-19.540229885057478,-47.79116465863453,28.25093477357705,14.125467386788532
3637,3043,7,116,129,252,0,47,48,95,347,3637,439,TARRANT,439,2203637,8447,4461,2083,2378,662,719,928,1611,3209,1577,1632,465,451,635,1074,Taylor Rehmet,72.62247838616715,27.37752161383285,2789,15,323,272,610,16,380,215,611,1221,49.95904995904996,50.04095004095004,45.24495677233429,0.08190008190007347,45.16305669043422,22.58152834521711
3646,4047,3,70,180,253,0,60,105,165,418,3646,439,TARRANT,439,2203646,8448,6000,3615,2385,400,685,1121,1758,4346,2695,1651,286,485,735,1192,Taylor Rehmet,60.526315789473685,39.473684210526315,3829,14,573,445,1032,17,419,233,669,1701,60.670194003527335,39.32980599647266,21.05263157894737,-21.340388007054678,42.39301958600205,21.196509793001027
3647,3996,11,205,229,445,13,111,139,263,708,3647,439,TARRANT,439,2203647,8449,6657,3912,2745,793,809,997,1762,4990,3025,1965,574,564,720,1258,Taylor Rehmet,62.85310734463276,37.14689265536723,3874,69,746,342,1157,40,547,216,803,1960,59.03061224489796,40.96938775510204,25.70621468926553,-18.06122448979592,43.76743917906145,21.88371958953072
3648,4303,0,179,210,389,3,108,188,299,688,3648,439,TARRANT,439,2203648,8450,6198,3716,2482,613,707,1017,1677,4177,2613,1564,412,407,630,1014,Taylor Rehmet,56.5406976744186,43.4593023255814,4119,33,836,461,1330,20,499,207,726,2056,64.6887159533074,35.311284046692606,13.081395348837205,-29.377431906614788,42.45882725545199,21.229413627725997
3653,0,0,0,0,0,0,0,0,0,0,3653,439,TARRANT,439,2203653,8451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,
3654,0,0,0,0,0,0,0,0,0,0,3654,439,TARRANT,439,2203654,8452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,
3661,0,0,0,0,0,0,0,0,0,0,3661,439,TARRANT,439,2203661,8453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,
3664,0,0,0,0,0,0,0,0,0,0,3664,439,TARRANT,439,2203664,8455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,
3665,18,0,0,1,1,0,0,1,1,2,3665,439,TARRANT,439,2203665,8456,21,11,10,1,2,8,10,12,10,2,1,0,2,2,Tie,50.0,50.0,16,0,7,2,9,0,1,0,1,10,90.0,10.0,0.0,-80.0,80.0,40.0
3667,127,1,5,4,10,0,5,2,7,17,3667,439,TARRANT,439,2203667,8457,180,104,76,36,24,16,34,145,82,63,32,20,10,26,Taylor Rehmet,58.82352941176471,41.17647058823529,114,0,25,13,38,0,19,7,26,64,59.375,40.625,17.64705882352942,-18.75,36.39705882352942,18.19852941176471
3668,400,0,24,19,43,0,18,26,44,87,3668,439,TARRANT,439,2203668,8458,506,364,142,65,11,60,66,355,272,83,45,1,31,32,Leigh Wambsganss,49.42528735632184,50.57471264367817,419,0,111,54,165,0,49,24,73,238,69.32773109243698,30.672268907563026,-1.1494252873563298,-38.655462184873954,37.506036897517625,18.753018448758812
3669,6,0,1,0,1,0,0,0,0,1,3669,439,TARRANT,439,2203669,8459,11,5,6,2,1,2,3,8,5,3,2,0,0,0,Taylor Rehmet,100.0,0.0,5,0,1,1,2,0,2,0,2,4,50.0,50.0,100.0,0.0,100.0,50.0
3671,941,3,51,35,89,5,52,62,119,208,3671,439,TARRANT,439,2203671,8460,1251,983,268,42,48,137,183,997,807,190,29,34,95,129,Leigh Wambsganss,42.78846153846153,57.21153846153846,989,11,296,93,400,9,105,28,142,542,73.80073800738008,26.199261992619927,-14.423076923076927,-47.60147601476015,33.178399091683225,16.589199545841605
3695,2669,6,186,161,353,3,81,110,194,547,3695,439,TARRANT,439,2203695,8461,3963,2511,1452,453,273,644,891,2642,1739,903,282,168,375,539,Taylor Rehmet,64.53382084095064,35.46617915904936,4391,34,927,533,1494,36,642,240,918,2412,61.940298507462686,38.059701492537314,29.06764168190128,-23.88059701492537,52.94823869682665,26.474119348413325
3696,4593,6,185,244,435,2,138,193,333,768,3696,439,TARRANT,439,2203696,8462,7181,4132,3049,565,703,1629,2287,4808,2918,1890,366,410,994,1384,Taylor Rehmet,56.640625,43.359375,4434,17,1029,379,1425,15,636,213,864,2289,62.254259501965926,37.745740498034074,13.28125,-24.508519003931852,37.78976900393185,18.894884501965926
3698,3996,7,206,245,458,4,113,149,266,724,3698,439,TARRANT,439,2203698,8463,5856,3171,2685,731,743,1124,1814,3982,2235,1747,498,459,704,1144,Taylor Rehmet,63.25966850828729,36.74033149171271,3881,25,731,417,1173,31,546,272,849,2022,58.01186943620178,41.98813056379822,26.519337016574582,-16.023738872403555,42.54307588897814,21.27153794448907
3700,2701,0,43,115,158,1,46,65,112,270,3700,439,TARRANT,439,2203700,8464,4655,2743,1912,129,808,915,1665,2934,1863,1071,61,411,524,913,Taylor Rehmet,58.51851851851851,41.48148148148148,2657,8,388,268,664,6,229,162,397,1061,62.582469368520265,37.417530631479735,17.03703703703703,-25.16493873704053,42.20197577407756,21.100987887038777
3709,1496,4,45,75,124,1,36,74,111,235,3709,439,TARRANT,439,2203709,8466,2285,1429,856,217,177,432,585,1560,1033,527,139,111,246,349,Taylor Rehmet,52.76595744680851,47.23404255319149,1506,9,311,148,468,9,212,83,304,772,60.62176165803109,39.37823834196891,5.531914893617014,-21.24352331606218,26.775438209679194,13.387719104839597
3716,2412,7,141,96,244,10,123,96,229,473,3716,439,TARRANT,439,2203716,8467,3239,2256,983,353,202,375,563,2430,1773,657,241,127,250,366,Taylor Rehmet,51.58562367864693,48.41437632135307,2404,47,623,246,916,37,322,97,456,1372,66.76384839650146,33.23615160349854,3.171247357293865,-33.52769679300292,36.69894415029678,18.34947207514839
3720,2365,2,142,78,222,5,191,170,366,588,3720,439,TARRANT,439,2203720,8468,2788,2292,496,100,62,221,278,2147,1821,326,59,35,141,176,Leigh Wambsganss,37.755102040816325,62.244897959183675,2340,31,888,291,1210,23,219,65,307,1517,79.76268951878708,20.23731048121292,-24.48979591836735,-59.52537903757417,35.03558311920682,17.517791559603406
3725,2581,4,115,112,231,1,100,104,205,436,3725,439,TARRANT,439,2203725,8469,3806,2412,1394,306,282,736,1000,2957,1973,984,225,203,491,683,Taylor Rehmet,52.981651376146786,47.018348623853214,2608,12,611,254,877,13,363,121,497,1374,63.82823871906841,36.171761280931584,5.963302752293572,-27.656477438136825,33.6197801904304,16.809890095215202
3728,2876,3,151,123,277,5,183,117,305,582,3728,439,TARRANT,439,2203728,8470,3974,2202,1772,1305,148,270,408,2749,1633,1116,805,100,168,261,Leigh Wambsganss,47.59450171821305,52.40549828178695,2831,18,744,265,1027,19,349,139,507,1534,66.94915254237289,33.05084745762712,-4.8109965635738945,-33.898305084745765,29.08730852117187,14.543654260585932
3729,1047,0,24,40,64,0,15,9,24,88,3729,439,TARRANT,439,2203729,8471,6,3,3,0,2,1,2,5,3,2,0,2,1,2,Taylor Rehmet,72.72727272727273,27.27272727272727,866,0,93,65,158,1,106,65,172,330,47.878787878787875,52.121212121212125,45.45454545454547,4.242424242424249,41.21212121212122,20.60606060606061
3732,2578,4,92,72,168,0,113,102,215,383,3732,439,TARRANT,439,2203732,8472,2691,2027,664,79,62,458,504,2035,1607,428,49,30,278,306,Leigh Wambsganss,43.86422976501306,56.13577023498695,1866,14,576,200,790,16,158,54,228,1018,77.60314341846758,22.39685658153242,-12.271540469973893,-55.20628683693516,42.93474636696127,21.46737318348064
3750,0,0,0,0,0,0,0,0,0,0,3750,439,TARRANT,439,2203750,8474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,
3822,0,0,0,0,0,0,0,0,0,0,3822,439,TARRANT,439,2203822,8477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,
4006,1307,0,42,67,109,0,5,4,9,118,4006,439,TARRANT,439,2204006,8483,1877,845,1032,53,625,348,954,1586,783,803,43,464,283,741,Taylor Rehmet,92.37288135593221,7.627118644067797,1181,1,53,55,109,7,224,115,346,455,23.956043956043956,76.04395604395604,84.74576271186442,52.08791208791209,32.65785062395233,16.328925311976164
4016,1578,8,148,159,315,1,38,45,84,399,4016,439,TARRANT,439,2204016,8484,2016,1468,548,44,186,296,467,1731,1319,412,25,128,228,351,Taylor Rehmet,78.94736842105263,21.052631578947366,1615,12,275,176,463,32,381,110,523,986,46.95740365111562,53.04259634888439,57.89473684210526,6.085192697768768,51.80954414433649,25.904772072168242
4017,3400,7,36,191,234,1,3,21,25,259,4017,439,TARRANT,439,2204017,8485,9380,892,8488,247,1458,6769,8153,6273,682,5591,134,880,4537,5384,Taylor Rehmet,90.34749034749035,9.652509652509652,3131,7,94,84,185,25,296,214,535,720,25.694444444444443,74.30555555555556,80.6949806949807,48.611111111111114,32.083869583869586,16.041934791934793
4018,1199,0,34,30,64,1,31,38,70,134,4018,439,TARRANT,439,2204018,8486,2130,1183,947,41,122,744,849,1565,971,594,34,60,464,522,Leigh Wambsganss,47.76119402985074,52.23880597014925,1205,24,226,74,324,12,78,28,118,442,73.30316742081448,26.69683257918552,-4.477611940298509,-46.60633484162895,42.12872290133044,21.06436145066522
4020,2037,0,55,56,111,0,53,33,86,197,4020,439,TARRANT,439,2204020,8487,3962,2013,1949,133,348,1341,1676,2976,1673,1303,103,243,862,1095,Taylor Rehmet,56.34517766497462,43.65482233502538,1946,8,270,125,403,6,175,85,266,669,60.239162929745895,39.76083707025411,12.690355329949242,-20.478325859491783,33.168681189441024,16.58434059472051
4042,1438,1,26,44,71,0,20,31,51,122,4042,439,TARRANT,439,2204042,8488,3466,1038,2428,359,206,1817,1999,2499,865,1634,293,110,1191,1286,Taylor Rehmet,58.19672131147541,41.80327868852459,1436,5,191,131,327,12,92,80,184,511,63.992172211350294,36.007827788649706,16.393442622950815,-27.984344422700588,44.3777870456514,22.1888935228257
4044,5589,6,136,234,376,2,126,144,272,648,4044,439,TARRANT,439,2204044,8489,4654,2357,2297,254,674,1337,1934,3196,1767,1429,171,412,789,1180,Taylor Rehmet,58.0246913580247,41.9753086419753,4648,39,1021,458,1518,26,471,172,669,2187,69.41015089163237,30.589849108367627,16.049382716049394,-38.82030178326474,54.86968449931413,27.43484224965707
4045,2848,14,118,112,244,8,159,199,366,610,4045,439,TARRANT,439,2204045,8490,3455,2726,729,92,82,450,519,2710,2233,477,57,53,282,329,Leigh Wambsganss,40.0,60.0,2788,74,749,349,1172,29,297,85,411,1583,74.03663929248263,25.963360707517374,-20.0,-48.07327858496526,28.07327858496526,14.036639292482626
4046,3048,2,54,69,125,3,128,126,257,382,4046,439,TARRANT,439,2204046,8491,4120,3264,856,46,138,500,628,3119,2589,530,34,81,288,363,Leigh Wambsganss,32.72251308900523,67.27748691099477,2749,48,691,306,1045,21,194,75,290,1335,78.27715355805243,21.722846441947567,-34.554973821989535,-56.554307116104866,21.99933329411533,10.999666647057666
4047,4306,7,72,49,128,0,185,149,334,462,4047,439,TARRANT,439,2204047,8492,5972,4729,1243,60,113,813,910,4654,3829,825,44,54,503,550,Leigh Wambsganss,27.705627705627705,72.2943722943723,4055,55,979,440,1474,21,235,78,334,1808,81.52654867256636,18.47345132743363,-44.58874458874459,-63.053097345132734,18.464352756388145,9.232176378194076
4048,798,4,8,44,56,0,3,4,7,63,4048,439,TARRANT,439,2204048,8493,2135,139,1996,26,123,1857,1958,1548,121,1427,12,85,1329,1403,Taylor Rehmet,88.88888888888889,11.11111111111111,814,0,18,32,50,7,63,73,143,193,25.906735751295333,74.09326424870466,77.77777777777777,48.18652849740933,29.591249280368444,14.79562464018423
4050,1740,2,27,89,118,2,2,9,13,131,4050,439,TARRANT,439,2204050,8494,4648,365,4283,43,765,3509,4238,3108,264,2844,28,499,2320,2809,Taylor Rehmet,90.07633587786259,9.923664122137405,1615,2,48,25,75,17,185,103,305,380,19.736842105263158,80.26315789473685,80.15267175572518,60.52631578947369,19.626355966251488,9.81317798312574
4051,14,0,0,0,0,0,0,0,0,0,4051,439,TARRANT,439,2204051,8495,23,5,18,1,2,13,15,12,5,7,0,2,2,4,Tie,0,0,17,0,0,2,2,0,0,0,0,2,100.0,0.0,0,-100.0,100.0,0.0
4053,1424,4,53,47,104,1,43,30,74,178,4053,439,TARRANT,439,2204053,8496,2223,1232,991,46,112,770,864,1688,1009,679,33,85,520,593,Taylor Rehmet,58.42696629213483,41.57303370786517,1440,13,253,94,360,15,148,53,216,576,62.5,37.5,16.853932584269657,-25.0,41.85393258426966,20.92696629213483
4057,837,9,91,130,230,1,3,84,88,318,4057,439,TARRANT,439,2204057,8497,955,647,308,47,95,132,224,915,635,280,42,86,119,205,Taylor Rehmet,72.32704402515722,27.67295597484277,820,13,70,135,218,25,98,148,271,489,44.580777096114524,55.419222903885476,44.654088050314456,10.838445807770952,33.815642242543504,16.907821121271745
4060,2576,3,246,367,616,0,21,36,57,673,4060,439,TARRANT,439,2204060,8498,3210,1766,1444,221,147,1022,1155,2637,1516,1121,182,114,762,868,Taylor Rehmet,91.53046062407132,8.469539375928678,2465,1,168,179,348,15,641,320,976,1324,26.283987915407852,73.71601208459214,83.06092124814265,47.43202416918429,35.62889707895836,17.814448539479187
4065,2817,5,57,59,121,2,157,134,293,414,4065,439,TARRANT,439,2204065,8499,3937,2828,1109,85,81,835,904,3111,2347,764,68,67,525,587,Leigh Wambsganss,29.227053140096622,70.77294685990339,4622,49,1277,626,1952,34,422,154,610,2562,76.19047619047619,23.809523809523807,-41.54589371980676,-52.38095238095238,10.835058661145617,5.417529330572815
4067,1352,7,40,93,140,0,3,16,19,159,4067,439,TARRANT,439,2204067,8500,3006,192,2814,17,53,2742,2782,2289,155,2134,10,45,2080,2114,Taylor Rehmet,88.0503144654088,11.949685534591195,1355,4,50,58,112,19,170,124,313,425,26.35294117647059,73.6470588235294,76.1006289308176,47.29411764705881,28.806511283758795,14.403255641879397
4068,1451,4,29,76,109,0,4,4,8,117,4068,439,TARRANT,439,2204068,8501,3900,199,3701,37,126,3567,3667,2807,171,2636,24,84,2548,2616,Taylor Rehmet,93.16239316239316,6.837606837606838,1370,2,69,52,123,11,135,109,255,378,32.53968253968254,67.46031746031747,86.32478632478632,34.92063492063493,51.404151404151385,25.70207570207569
4069,1920,8,75,80,163,9,119,112,240,403,4069,439,TARRANT,439,2204069,8502,2438,1783,655,87,127,350,470,1983,1541,442,62,85,232,312,Leigh Wambsganss,40.44665012406948,59.553349875930515,1979,47,625,256,928,31,192,67,290,1218,76.19047619047619,23.809523809523807,-19.106699751861036,-52.38095238095238,33.27425262909134,16.63712631454567
4073,619,6,6,18,30,1,12,12,25,55,4073,439,TARRANT,439,2204073,8504,1241,386,855,25,404,425,821,843,357,486,18,208,263,463,Taylor Rehmet,54.54545454545454,45.45454545454545,593,19,72,32,123,14,60,23,97,220,55.90909090909091,44.09090909090909,9.090909090909086,-11.818181818181813,20.9090909090909,10.454545454545446
4077,278,4,31,46,81,1,6,22,29,110,4077,439,TARRANT,439,2204077,8505,339,233,106,1,7,90,96,277,207,70,1,6,57,62,Taylor Rehmet,73.63636363636363,26.36363636363636,278,2,29,39,70,2,74,39,115,185,37.83783783783784,62.16216216216216,47.272727272727266,24.324324324324323,22.948402948402943,11.474201474201465
4086,2512,10,169,172,351,5,124,204,333,684,4086,439,TARRANT,439,2204086,8506,2872,2505,367,39,61,209,266,2400,2121,279,25,35,163,198,Taylor Rehmet,51.31578947368421,48.68421052631579,2548,58,775,353,1186,49,385,114,548,1734,68.39677047289504,31.603229527104958,2.631578947368425,-36.793540945790085,39.42511989315851,19.712559946579255
4087,584,1,10,49,60,0,0,3,3,63,4087,439,TARRANT,439,2204087,8507,1503,106,1397,6,34,1358,1383,1087,88,999,4,28,966,990,Taylor Rehmet,95.23809523809523,4.761904761904762,537,0,21,13,34,0,78,46,124,158,21.518987341772153,78.48101265822784,90.47619047619047,56.96202531645569,33.51416515973478,16.757082579867387
4091,3071,3,70,93,166,2,118,77,197,363,4091,439,TARRANT,439,2204091,8508,4605,2604,2001,66,92,1699,1767,3540,2188,1352,51,55,1120,1162,Leigh Wambsganss,45.73002754820937,54.269972451790636,2889,29,554,212,795,18,256,96,370,1165,68.24034334763948,31.759656652360512,-8.539944903581265,-36.48068669527897,27.940741791697704,13.970370895848859
4092,1007,4,22,48,74,0,0,3,3,77,4092,439,TARRANT,439,2204092,8509,2798,126,2672,13,44,2617,2650,2029,105,1924,9,31,1886,1910,Taylor Rehmet,96.1038961038961,3.896103896103896,979,2,25,32,59,5,108,93,206,265,22.264150943396228,77.73584905660378,92.20779220779221,55.47169811320755,36.73609409458466,18.368047047292322
4093,2046,7,34,107,148,0,1,8,9,157,4093,439,TARRANT,439,2204093,8510,5273,317,4956,22,122,4816,4896,3667,273,3394,13,75,3296,3347,Taylor Rehmet,94.26751592356688,5.7324840764331215,2000,0,71,58,129,12,240,140,392,521,24.760076775431862,75.23992322456814,88.53503184713375,50.47984644913628,38.05518539799747,19.02759269899873
4096,1133,3,114,183,300,2,19,43,64,364,4096,439,TARRANT,439,2204096,8511,1420,956,464,62,57,306,361,1143,778,365,48,35,239,273,Taylor Rehmet,82.41758241758241,17.582417582417584,1159,6,122,75,203,18,311,148,477,680,29.852941176470587,70.1470588235294,64.83516483516482,40.29411764705882,24.541047188106,12.270523594053003
4101,1444,5,52,102,159,0,14,28,42,201,4101,439,TARRANT,439,2204101,8513,3357,640,2717,353,86,2242,2325,2422,527,1895,296,52,1510,1560,Taylor Rehmet,79.1044776119403,20.8955223880597,1408,10,120,86,216,11,145,125,281,497,43.460764587525155,56.53923541247485,58.208955223880594,13.078470824949697,45.130484398930896,22.565242199465445
4102,1254,1,23,36,60,0,6,28,34,94,4102,439,TARRANT,439,2204102,8514,3520,902,2618,215,105,2254,2338,2432,746,1686,151,56,1418,1471,Taylor Rehmet,63.829787234042556,36.17021276595745,1212,2,106,64,172,6,87,84,177,349,49.28366762177651,50.71633237822349,27.659574468085104,1.4326647564469823,26.226909711638122,13.113454855819064
4110,996,7,28,110,145,0,1,12,13,158,4110,439,TARRANT,439,2204110,8516,2063,200,1863,15,23,1837,1850,1525,166,1359,8,17,1337,1348,Taylor Rehmet,91.77215189873418,8.227848101265822,1020,1,56,48,105,12,172,95,279,384,27.34375,72.65625,83.54430379746836,45.3125,38.23180379746836,19.11590189873418
4113,404,5,13,14,32,0,18,12,30,62,4113,439,TARRANT,439,2204113,8517,2506,1345,1161,45,365,673,1024,2398,1280,1118,44,348,649,987,Taylor Rehmet,51.61290322580645,48.38709677419355,414,8,70,33,111,14,30,17,61,172,64.53488372093024,35.46511627906977,3.225806451612897,-29.06976744186047,32.29557389347337,16.14778694673668
4115,591,1,15,19,35,0,23,61,84,119,4115,439,TARRANT,439,2204115,8518,743,651,92,21,17,39,53,586,531,55,16,8,21,26,Leigh Wambsganss,29.411764705882355,70.58823529411765,622,14,153,175,342,13,34,22,69,411,83.21167883211679,16.78832116788321,-41.1764705882353,-66.42335766423358,25.24688707599828,12.623443537999144
4116,2119,10,156,156,322,3,85,124,212,534,4116,439,TARRANT,439,2204116,8519,2603,2106,497,131,59,226,282,2252,1826,426,121,53,184,236,Taylor Rehmet,60.2996254681648,39.70037453183521,2152,30,511,216,757,27,433,159,619,1376,55.014534883720934,44.98546511627907,20.59925093632959,-10.029069767441861,30.62832070377145,15.314160351885725
4121,2618,3,70,122,195,2,44,66,112,307,4121,439,TARRANT,439,2204121,8521,4742,2067,2675,63,115,2434,2520,3595,1788,1807,52,68,1624,1680,Taylor Rehmet,63.51791530944625,36.48208469055375,2643,30,307,366,703,19,225,186,430,1133,62.047661076787286,37.95233892321271,27.035830618892504,-24.09532215357458,51.13115277246708,25.565576386233545
4122,2005,7,40,104,151,2,6,14,22,173,4122,439,TARRANT,439,2204122,8522,5837,448,5389,21,145,5196,5311,4006,378,3628,19,87,3493,3569,Taylor Rehmet,87.28323699421965,12.716763005780345,1870,6,55,58,119,7,140,158,305,424,28.066037735849058,71.93396226415094,74.5664739884393,43.86792452830188,30.69854946013742,15.349274730068714
4123,2084,1,23,117,141,0,3,10,13,154,4123,439,TARRANT,439,2204123,8523,5406,290,5116,27,86,5013,5079,3798,242,3556,17,61,3477,3525,Taylor Rehmet,91.55844155844156,8.441558441558442,1980,7,67,56,130,7,173,143,323,453,28.697571743929362,71.30242825607064,83.11688311688312,42.60485651214128,40.512026604741834,20.256013302370917
4124,1290,1,175,146,322,0,48,42,90,412,4124,439,TARRANT,439,2204124,8524,1389,924,465,58,42,330,367,1179,834,345,44,26,234,258,Taylor Rehmet,78.15533980582524,21.844660194174757,1256,5,204,142,351,16,322,101,439,790,44.43037974683544,55.56962025316455,56.31067961165048,11.13924050632911,45.17143910532137,22.585719552660684
4125,691,3,11,19,33,0,7,10,17,50,4125,439,TARRANT,439,2204125,8525,1759,538,1221,12,68,1127,1185,1256,433,823,6,54,739,793,Taylor Rehmet,66.0,34.0,692,6,54,52,112,4,41,53,98,210,53.333333333333336,46.666666666666664,32.0,-6.666666666666671,38.66666666666667,19.333333333333336
4128,3667,1,78,77,156,4,96,69,169,325,4128,439,TARRANT,439,2204128,8526,6407,3465,2942,130,493,2125,2564,4828,2886,1942,94,297,1378,1656,Leigh Wambsganss,48.0,52.0,3540,18,533,237,788,22,296,132,450,1238,63.65105008077544,36.34894991922455,-4.0,-27.30210016155089,23.30210016155089,11.651050080775448
