Precinct,Registered_Voters,Absentee_TaylorRehmet,Early_TaylorRehmet,Election_TaylorRehmet,TotalVotes_TaylorRehmet,Absentee_LeighWambsganss,Early_LeighWambsganss,Election_LeighWambsganss,TotalVotes_LeighWambsganss,TotalVotesAll,VTD,CountyFIPS,County,CNTY,CNTYVTD,VTDKEY,total,anglo,nanglo,asian,black,hisp,bh,vap,anglovap,nanglovap,asianvap,blackvap,hispvap,bhvap,Winner,pct_hisp,Rehmet_Pct,Wambsganss_Pct,Vote_Margin_Pct,pct_nonwhite
4048,798,4,8,44,56,0,3,4,7,63,4048,439,TARRANT,439,2204048,8493,2135,139,1996,26,123,1857,1958,1548,121,1427,12,85,1329,1403,Taylor Rehmet,0.8697892271662764,88.88888888888889,11.11111111111111,77.77777777777777,0.9348946135831382
4050,1740,2,27,89,118,2,2,9,13,131,4050,439,TARRANT,439,2204050,8494,4648,365,4283,43,765,3509,4238,3108,264,2844,28,499,2320,2809,Taylor Rehmet,0.7549483648881239,90.07633587786259,9.923664122137405,80.15267175572518,0.9214716006884681
4051,14,0,0,0,0,0,0,0,0,0,4051,439,TARRANT,439,2204051,8495,23,5,18,1,2,13,15,12,5,7,0,2,2,4,Tie,0.5652173913043478,0,0,0,0.782608695652174
4053,1424,4,53,47,104,1,43,30,74,178,4053,439,TARRANT,439,2204053,8496,2223,1232,991,46,112,770,864,1688,1009,679,33,85,520,593,Taylor Rehmet,0.346378767431399,58.42696629213483,41.57303370786517,16.853932584269657,0.44579397210976157
4057,837,9,91,130,230,1,3,84,88,318,4057,439,TARRANT,439,2204057,8497,955,647,308,47,95,132,224,915,635,280,42,86,119,205,Taylor Rehmet,0.1382198952879581,72.32704402515722,27.67295597484277,44.654088050314456,0.3225130890052356
4060,2576,3,246,367,616,0,21,36,57,673,4060,439,TARRANT,439,2204060,8498,3210,1766,1444,221,147,1022,1155,2637,1516,1121,182,114,762,868,Taylor Rehmet,0.318380062305296,91.53046062407132,8.469539375928678,83.06092124814265,0.44984423676012464
4065,2817,5,57,59,121,2,157,134,293,414,4065,439,TARRANT,439,2204065,8499,3937,2828,1109,85,81,835,904,3111,2347,764,68,67,525,587,Leigh Wambsganss,0.21209042418084836,29.227053140096622,70.77294685990339,-41.54589371980676,0.28168656337312675
4067,1352,7,40,93,140,0,3,16,19,159,4067,439,TARRANT,439,2204067,8500,3006,192,2814,17,53,2742,2782,2289,155,2134,10,45,2080,2114,Taylor Rehmet,0.9121756487025948,88.0503144654088,11.949685534591195,76.1006289308176,0.936127744510978
4068,1451,4,29,76,109,0,4,4,8,117,4068,439,TARRANT,439,2204068,8501,3900,199,3701,37,126,3567,3667,2807,171,2636,24,84,2548,2616,Taylor Rehmet,0.9146153846153846,93.16239316239316,6.837606837606838,86.32478632478632,0.948974358974359
4069,1920,8,75,80,163,9,119,112,240,403,4069,439,TARRANT,439,2204069,8502,2438,1783,655,87,127,350,470,1983,1541,442,62,85,232,312,Leigh Wambsganss,0.1435602953240361,40.44665012406948,59.553349875930515,-19.106699751861036,0.2686628383921247
4073,619,6,6,18,30,1,12,12,25,55,4073,439,TARRANT,439,2204073,8504,1241,386,855,25,404,425,821,843,357,486,18,208,263,463,Taylor Rehmet,0.3424657534246575,54.54545454545454,45.45454545454545,9.090909090909086,0.6889605157131345
4077,278,4,31,46,81,1,6,22,29,110,4077,439,TARRANT,439,2204077,8505,339,233,106,1,7,90,96,277,207,70,1,6,57,62,Taylor Rehmet,0.26548672566371684,73.63636363636363,26.36363636363636,47.272727272727266,0.31268436578171094
4086,2512,10,169,172,351,5,124,204,333,684,4086,439,TARRANT,439,2204086,8506,2872,2505,367,39,61,209,266,2400,2121,279,25,35,163,198,Taylor Rehmet,0.07277158774373259,51.31578947368421,48.68421052631579,2.631578947368425,0.12778551532033428
4087,584,1,10,49,60,0,0,3,3,63,4087,439,TARRANT,439,2204087,8507,1503,106,1397,6,34,1358,1383,1087,88,999,4,28,966,990,Taylor Rehmet,0.9035262807717898,95.23809523809523,4.761904761904762,90.47619047619047,0.929474384564205
4091,3071,3,70,93,166,2,118,77,197,363,4091,439,TARRANT,439,2204091,8508,4605,2604,2001,66,92,1699,1767,3540,2188,1352,51,55,1120,1162,Leigh Wambsganss,0.3689467969598263,45.73002754820937,54.269972451790636,-8.539944903581265,0.43452768729641694
4092,1007,4,22,48,74,0,0,3,3,77,4092,439,TARRANT,439,2204092,8509,2798,126,2672,13,44,2617,2650,2029,105,1924,9,31,1886,1910,Taylor Rehmet,0.9353109363831308,96.1038961038961,3.896103896103896,92.20779220779221,0.9549678341672623
4093,2046,7,34,107,148,0,1,8,9,157,4093,439,TARRANT,439,2204093,8510,5273,317,4956,22,122,4816,4896,3667,273,3394,13,75,3296,3347,Taylor Rehmet,0.9133320690309122,94.26751592356688,5.7324840764331215,88.53503184713375,0.939882419874834
4096,1133,3,114,183,300,2,19,43,64,364,4096,439,TARRANT,439,2204096,8511,1420,956,464,62,57,306,361,1143,778,365,48,35,239,273,Taylor Rehmet,0.21549295774647886,82.41758241758241,17.582417582417584,64.83516483516482,0.3267605633802817
4101,1444,5,52,102,159,0,14,28,42,201,4101,439,TARRANT,439,2204101,8513,3357,640,2717,353,86,2242,2325,2422,527,1895,296,52,1510,1560,Taylor Rehmet,0.6678582067322014,79.1044776119403,20.8955223880597,58.208955223880594,0.8093535895144475
4102,1254,1,23,36,60,0,6,28,34,94,4102,439,TARRANT,439,2204102,8514,3520,902,2618,215,105,2254,2338,2432,746,1686,151,56,1418,1471,Taylor Rehmet,0.6403409090909091,63.829787234042556,36.17021276595745,27.659574468085104,0.74375
4110,996,7,28,110,145,0,1,12,13,158,4110,439,TARRANT,439,2204110,8516,2063,200,1863,15,23,1837,1850,1525,166,1359,8,17,1337,1348,Taylor Rehmet,0.8904507998061076,91.77215189873418,8.227848101265822,83.54430379746836,0.9030538051381484
4113,404,5,13,14,32,0,18,12,30,62,4113,439,TARRANT,439,2204113,8517,2506,1345,1161,45,365,673,1024,2398,1280,1118,44,348,649,987,Taylor Rehmet,0.2685554668794892,51.61290322580645,48.38709677419355,3.225806451612897,0.4632881085395052
4115,591,1,15,19,35,0,23,61,84,119,4115,439,TARRANT,439,2204115,8518,743,651,92,21,17,39,53,586,531,55,16,8,21,26,Leigh Wambsganss,0.052489905787348586,29.411764705882355,70.58823529411765,-41.1764705882353,0.12382234185733512
4116,2119,10,156,156,322,3,85,124,212,534,4116,439,TARRANT,439,2204116,8519,2603,2106,497,131,59,226,282,2252,1826,426,121,53,184,236,Taylor Rehmet,0.08682289665770265,60.2996254681648,39.70037453183521,20.59925093632959,0.19093353822512485
4121,2618,3,70,122,195,2,44,66,112,307,4121,439,TARRANT,439,2204121,8521,4742,2067,2675,63,115,2434,2520,3595,1788,1807,52,68,1624,1680,Taylor Rehmet,0.513285533530156,63.51791530944625,36.48208469055375,27.035830618892504,0.5641079713201181
4122,2005,7,40,104,151,2,6,14,22,173,4122,439,TARRANT,439,2204122,8522,5837,448,5389,21,145,5196,5311,4006,378,3628,19,87,3493,3569,Taylor Rehmet,0.8901833133458968,87.28323699421965,12.716763005780345,74.5664739884393,0.9232482439609389
4123,2084,1,23,117,141,0,3,10,13,154,4123,439,TARRANT,439,2204123,8523,5406,290,5116,27,86,5013,5079,3798,242,3556,17,61,3477,3525,Taylor Rehmet,0.9273029966703663,91.55844155844156,8.441558441558442,83.11688311688312,0.9463559008509064
4124,1290,1,175,146,322,0,48,42,90,412,4124,439,TARRANT,439,2204124,8524,1389,924,465,58,42,330,367,1179,834,345,44,26,234,258,Taylor Rehmet,0.23758099352051837,78.15533980582524,21.844660194174757,56.31067961165048,0.3347732181425486
4125,691,3,11,19,33,0,7,10,17,50,4125,439,TARRANT,439,2204125,8525,1759,538,1221,12,68,1127,1185,1256,433,823,6,54,739,793,Taylor Rehmet,0.640704945992041,66.0,34.0,32.0,0.694144400227402
4128,3667,1,78,77,156,4,96,69,169,325,4128,439,TARRANT,439,2204128,8526,6407,3465,2942,130,493,2125,2564,4828,2886,1942,94,297,1378,1656,Leigh Wambsganss,0.3316684875916966,48.0,52.0,-4.0,0.4591852661151865
4137,1462,8,84,111,203,0,46,83,129,332,4137,439,TARRANT,439,2204137,8531,1865,1547,318,44,50,189,229,1487,1263,224,26,31,134,164,Taylor Rehmet,0.10134048257372655,61.14457831325302,38.855421686746986,22.289156626506035,0.17050938337801608
4138,1160,1,8,42,51,0,20,17,37,88,4138,439,TARRANT,439,2204138,8532,2734,773,1961,25,51,1850,1887,1943,661,1282,16,27,1206,1226,Taylor Rehmet,0.6766642282370153,57.95454545454546,42.04545454545455,15.909090909090914,0.7172640819312363
4141,3447,3,73,119,195,0,70,85,155,350,4141,439,TARRANT,439,2204141,8533,7771,2978,4793,928,1483,2333,3740,6110,2561,3549,722,1116,1633,2703,Taylor Rehmet,0.30021876206408443,55.714285714285715,44.285714285714285,11.42857142857143,0.6167803371509458
4144,1907,3,63,100,166,2,35,105,142,308,4144,439,TARRANT,439,2204144,8534,2585,1514,1071,86,178,725,880,2056,1306,750,64,113,494,603,Taylor Rehmet,0.2804642166344294,53.896103896103895,46.103896103896105,7.79220779220779,0.41431334622823984
4159,2043,0,17,80,97,2,18,55,75,172,4159,439,TARRANT,439,2204159,8536,4182,1255,2927,531,99,2240,2321,3038,1040,1998,438,67,1437,1493,Taylor Rehmet,0.5356288857006217,56.395348837209305,43.604651162790695,12.79069767441861,0.6999043519846964
4162,707,0,22,30,52,3,5,4,12,64,4162,439,TARRANT,439,2204162,8537,1948,310,1638,140,109,1387,1486,1317,252,1065,113,46,903,941,Taylor Rehmet,0.7120123203285421,81.25,18.75,62.5,0.8408624229979466
4178,2940,14,112,154,280,5,103,110,218,498,4178,439,TARRANT,439,2204178,8539,5816,3222,2594,222,955,1318,2237,4733,2828,1905,186,684,963,1624,Taylor Rehmet,0.2266162310866575,56.22489959839358,43.77510040160642,12.449799196787154,0.44601100412654743
4191,1456,1,34,39,74,0,30,45,75,149,4191,439,TARRANT,439,2204191,8542,2453,1136,1317,179,148,953,1077,1839,964,875,142,74,610,682,Leigh Wambsganss,0.38850387280880555,49.664429530201346,50.33557046979866,-0.6711409395973149,0.5368935996738687
4202,1958,3,41,105,149,1,18,27,46,195,4202,439,TARRANT,439,2204202,8545,3950,1169,2781,42,73,2624,2687,2896,1002,1894,32,43,1776,1816,Taylor Rehmet,0.6643037974683544,76.41025641025641,23.589743589743588,52.82051282051282,0.7040506329113924
4204,4081,12,87,129,228,1,95,62,158,386,4204,439,TARRANT,439,2204204,8547,7905,4037,3868,302,834,2476,3251,5993,3310,2683,227,556,1674,2202,Taylor Rehmet,0.3132194813409235,59.067357512953365,40.932642487046635,18.13471502590673,0.48931056293485137
4218,1506,3,19,63,85,0,22,36,58,143,4218,439,TARRANT,439,2204218,8548,3322,913,2409,256,48,2085,2125,2424,806,1618,213,37,1349,1382,Taylor Rehmet,0.627633955448525,59.44055944055944,40.55944055944056,18.88111888111888,0.7251655629139073
4222,1276,3,18,59,80,3,13,18,34,114,4222,439,TARRANT,439,2204222,8549,2420,766,1654,44,99,1479,1560,1760,649,1111,31,57,996,1044,Taylor Rehmet,0.6111570247933884,70.17543859649122,29.82456140350877,40.35087719298245,0.6834710743801653
4231,1649,3,31,117,151,0,5,11,16,167,4231,439,TARRANT,439,2204231,8551,4744,255,4489,47,288,4152,4410,3201,216,2985,20,161,2793,2938,Taylor Rehmet,0.8752107925801011,90.41916167664671,9.580838323353294,80.83832335329342,0.946247892074199
4232,2599,0,75,119,194,1,33,45,79,273,4232,439,TARRANT,439,2204232,8552,3425,1349,2076,301,522,1223,1692,2383,1044,1339,239,319,750,1043,Taylor Rehmet,0.35708029197080293,71.06227106227107,28.93772893772894,42.124542124542124,0.6061313868613138
4234,3434,7,217,218,442,7,138,150,295,737,4234,439,TARRANT,439,2204234,8554,4583,2984,1599,412,358,740,1062,3363,2275,1088,291,236,486,699,Taylor Rehmet,0.16146628845734234,59.972862957937586,40.027137042062414,19.945725915875173,0.3488981016801222
4239,136,0,2,3,5,0,2,3,5,10,4239,439,TARRANT,439,2204239,8555,345,159,186,14,23,149,165,257,124,133,10,9,112,119,Tie,0.4318840579710145,50.0,50.0,0.0,0.5391304347826087
4242,648,2,19,17,38,0,40,26,66,104,4242,439,TARRANT,439,2204242,8556,1017,711,306,30,62,181,241,845,624,221,27,45,119,164,Leigh Wambsganss,0.17797443461160276,36.53846153846153,63.46153846153846,-26.923076923076927,0.3008849557522124
4243,2804,4,98,155,257,1,53,86,140,397,4243,439,TARRANT,439,2204243,8557,3787,1717,2070,84,229,1672,1873,2954,1490,1464,71,158,1146,1292,Taylor Rehmet,0.4415104304198574,64.73551637279597,35.26448362720403,29.47103274559194,0.5466068127805651
4245,198,0,3,6,9,0,0,0,0,9,4245,439,TARRANT,439,2204245A,8558,530,32,498,11,76,416,477,347,25,322,7,47,265,305,Taylor Rehmet,0.7849056603773585,100.0,0.0,100.0,0.939622641509434
4250,2665,11,101,109,221,2,69,47,118,339,4250,439,TARRANT,439,2204250,8560,4015,1718,2297,423,987,837,1774,3057,1495,1562,297,655,544,1187,Taylor Rehmet,0.20846824408468245,65.19174041297934,34.80825958702065,30.383480825958692,0.5721046077210461
4252,1135,5,60,107,172,2,23,37,62,234,4252,439,TARRANT,439,2204252,8561,1622,911,711,37,56,571,622,1311,797,514,26,49,398,446,Taylor Rehmet,0.3520345252774353,73.50427350427351,26.495726495726498,47.00854700854701,0.43834771886559803
4253,964,1,38,34,73,0,7,12,19,92,4253,439,TARRANT,439,2204253,8562,987,675,312,27,74,195,268,935,656,279,26,65,172,236,Taylor Rehmet,0.19756838905775076,79.34782608695652,20.652173913043477,58.69565217391304,0.3161094224924012
4259,1139,3,51,44,98,0,64,69,133,231,4259,439,TARRANT,439,2204259,8564,1416,1165,251,33,30,131,155,1181,1003,178,24,22,77,94,Leigh Wambsganss,0.0925141242937853,42.42424242424242,57.57575757575758,-15.151515151515156,0.1772598870056497
4261,3495,3,130,184,317,3,49,64,116,433,4261,439,TARRANT,439,2204261,8565,5927,2543,3384,674,807,1821,2590,4489,2079,2410,523,534,1273,1778,Taylor Rehmet,0.30723806310106294,73.21016166281755,26.78983833718245,46.42032332563511,0.5709465159439852
4272,626,1,14,21,36,1,35,24,60,96,4272,439,TARRANT,439,2204272,8566,969,683,286,62,46,158,197,826,599,227,51,39,110,147,Leigh Wambsganss,0.16305469556243551,37.5,62.5,-25.0,0.2951496388028896
4276,2579,2,106,119,227,0,61,61,122,349,4276,439,TARRANT,439,2204276,8567,4066,2175,1891,205,466,1148,1584,2908,1673,1235,142,300,733,1013,Taylor Rehmet,0.2823413674372848,65.0429799426934,34.95702005730659,30.085959885386814,0.46507624200688635
4284,287,2,4,5,11,0,13,17,30,41,4284,439,TARRANT,439,2204284,8568,398,307,91,4,20,51,69,299,243,56,4,13,29,40,Leigh Wambsganss,0.12814070351758794,26.82926829268293,73.17073170731707,-46.34146341463415,0.228643216080402
4285,1228,0,8,31,39,2,7,7,16,55,4285,439,TARRANT,439,2204285,8569,3260,1213,2047,96,879,1053,1886,2292,992,1300,74,531,661,1176,Taylor Rehmet,0.3230061349693252,70.9090909090909,29.09090909090909,41.81818181818181,0.6279141104294479
4290,2631,0,56,118,174,0,36,88,124,298,4290,439,TARRANT,439,2204290,8571,5109,2211,2898,215,213,2404,2580,3759,1820,1939,158,120,1590,1697,Taylor Rehmet,0.47054218046584456,58.38926174496645,41.61073825503356,16.778523489932887,0.5672342924251321
4312,137,0,7,12,19,0,5,5,10,29,4312,439,TARRANT,439,2204312,8572,237,85,152,0,12,132,144,190,74,116,0,10,100,110,Taylor Rehmet,0.5569620253164557,65.51724137931035,34.48275862068966,31.03448275862069,0.6413502109704642
4328,1672,2,38,59,99,0,17,41,58,157,4328,439,TARRANT,439,2204328,8573,4316,1540,2776,210,326,2136,2445,3200,1304,1896,165,243,1411,1642,Taylor Rehmet,0.494902687673772,63.05732484076433,36.94267515923567,26.11464968152866,0.6431881371640408
4338,3146,3,114,113,230,0,87,72,159,389,4338,439,TARRANT,439,2204338,8574,4741,2173,2568,406,644,1424,2023,3398,1663,1735,283,435,943,1361,Taylor Rehmet,0.3003585741404767,59.12596401028277,40.87403598971722,18.25192802056555,0.5416578780847923
4340,2665,6,73,80,159,1,89,70,160,319,4340,439,TARRANT,439,2204340,8575,3716,3011,705,41,62,481,530,2962,2465,497,28,35,325,355,Leigh Wambsganss,0.12944025834230355,49.843260188087775,50.15673981191222,-0.31347962382444194,0.18972012917115177
4344,1452,4,97,95,196,5,76,85,166,362,4344,439,TARRANT,439,2204344,8578,1770,1454,316,57,55,178,226,1522,1286,236,49,50,122,166,Taylor Rehmet,0.10056497175141244,54.14364640883977,45.85635359116022,8.28729281767955,0.17853107344632768
4350,1527,12,141,173,326,0,30,51,81,407,4350,439,TARRANT,439,2204350,8579,1896,1402,494,77,78,295,371,1607,1227,380,57,57,226,283,Taylor Rehmet,0.15559071729957805,80.0982800982801,19.901719901719904,60.1965601965602,0.26054852320675104
4362,9,0,0,0,0,0,0,0,0,0,4362,439,TARRANT,439,2204362,8580,17,7,10,3,0,7,7,11,5,6,0,0,6,6,Tie,0.4117647058823529,0,0,0,0.5882352941176471
4369,4369,15,182,174,371,14,129,149,292,663,4369,439,TARRANT,439,2204369,8581,5684,3642,2042,300,414,1226,1594,4209,2833,1376,210,298,775,1047,Taylor Rehmet,0.21569317382125264,55.957767722473605,44.042232277526395,11.91553544494721,0.35925404644616465
4370,0,0,0,0,0,0,0,0,0,0,4370,439,TARRANT,439,2204370,8582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,,0,0,0,
4371,2957,1,81,60,142,6,154,219,379,521,4371,439,TARRANT,439,2204371,8583,3321,2624,697,122,85,362,438,2582,2111,471,90,43,238,277,Leigh Wambsganss,0.10900331225534478,27.2552783109405,72.7447216890595,-45.489443378119006,0.20987654320987653
4373,250,0,9,2,11,0,7,8,15,26,4373,439,TARRANT,439,2204373,8584,411,294,117,9,1,83,84,336,257,79,8,0,51,51,Leigh Wambsganss,0.20194647201946472,42.30769230769231,57.692307692307686,-15.38461538461538,0.2846715328467153
4374,2334,12,130,83,225,0,51,65,116,341,4374,439,TARRANT,439,2204374,8585,3524,1854,1670,353,357,925,1248,2667,1482,1185,280,212,641,840,Taylor Rehmet,0.2624858115777526,65.98240469208211,34.01759530791789,31.964809384164226,0.4738933030646992
4375,3575,3,120,146,269,5,124,187,316,585,4375,439,TARRANT,439,2204375,8586,4418,2999,1419,205,369,735,1080,3388,2412,976,143,252,491,739,Leigh Wambsganss,0.16636487098234495,45.98290598290598,54.01709401709402,-8.034188034188034,0.32118605703938435
4395,821,0,21,13,34,0,34,32,66,100,4395,439,TARRANT,439,2204395,8587,1240,997,243,18,27,147,170,977,806,171,14,19,104,119,Leigh Wambsganss,0.11854838709677419,34.0,66.0,-32.0,0.19596774193548386
4397,427,2,17,27,46,0,14,7,21,67,4397,439,TARRANT,439,2204397,8588,833,340,493,8,23,445,463,647,316,331,8,18,284,301,Taylor Rehmet,0.5342136854741897,68.65671641791045,31.343283582089555,37.31343283582089,0.5918367346938775
4399,154,0,9,9,18,0,6,12,18,36,4399,439,TARRANT,439,2204399,8589,343,248,95,16,21,51,72,290,216,74,11,15,44,59,Tie,0.14868804664723032,50.0,50.0,0.0,0.27696793002915454
4400,380,0,4,18,22,0,6,8,14,36,4400,439,TARRANT,439,2204400,8590,873,376,497,8,25,453,473,671,333,338,4,16,306,319,Taylor Rehmet,0.5189003436426117,61.111111111111114,38.88888888888889,22.22222222222222,0.5693012600229095
4410,3709,8,114,149,271,0,91,93,184,455,4410,439,TARRANT,439,2204410,8591,5506,2180,3326,776,1080,1387,2424,4363,1879,2484,623,790,980,1752,Taylor Rehmet,0.25190701053396297,59.56043956043956,40.43956043956044,19.120879120879124,0.6040682891391209
4429,4074,0,113,147,260,3,68,81,152,412,4429,439,TARRANT,439,2204429,8592,4290,2171,2119,245,763,1085,1785,2837,1524,1313,167,480,629,1088,Taylor Rehmet,0.2529137529137529,63.10679611650486,36.89320388349515,26.213592233009713,0.49393939393939396
4452,4253,0,174,211,385,2,76,109,187,572,4452,439,TARRANT,439,2204452,8594,6659,2298,4361,1832,925,1564,2422,4553,1689,2864,1252,518,1044,1535,Taylor Rehmet,0.23487010061570807,67.3076923076923,32.69230769230769,34.61538461538461,0.6549031386094009
4454,4147,4,116,121,241,0,102,107,209,450,4454,439,TARRANT,439,2204454,8595,4941,2657,2284,160,472,1587,2011,3593,2085,1508,105,301,1047,1319,Taylor Rehmet,0.3211900425015179,53.55555555555556,46.44444444444444,7.111111111111114,0.46225460433110704
4456,1101,4,79,81,164,4,41,45,90,254,4456,439,TARRANT,439,2204456,8596,1467,1139,328,41,84,165,247,1178,938,240,29,54,120,173,Taylor Rehmet,0.11247443762781185,64.56692913385827,35.43307086614173,29.133858267716533,0.22358554873892297
4458,14,0,0,1,1,0,0,0,0,1,4458,439,TARRANT,439,2204458,8597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taylor Rehmet,,100.0,0.0,100.0,
4475,46,0,14,3,17,0,0,1,1,18,4475,439,TARRANT,439,2204475,8598,79,50,29,4,6,21,25,57,42,15,4,1,10,11,Taylor Rehmet,0.26582278481012656,94.44444444444444,5.555555555555555,88.88888888888889,0.3670886075949367
4478,0,0,0,0,0,0,0,0,0,0,4478,439,TARRANT,439,2204478,8599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,,0,0,0,
4480,1255,0,57,51,108,2,54,57,113,221,4480,439,TARRANT,439,2204480,8600,1366,1087,279,59,44,162,205,961,766,195,48,31,100,131,Leigh Wambsganss,0.11859443631039532,48.86877828054298,51.13122171945701,-2.262443438914026,0.2042459736456808
4483,54,0,2,2,4,0,0,0,0,4,4483,439,TARRANT,439,2204483,8601,138,23,115,4,2,110,111,110,20,90,3,1,85,86,Taylor Rehmet,0.7971014492753623,100.0,0.0,100.0,0.8333333333333334
4485,502,0,4,19,23,0,3,9,12,35,4485,439,TARRANT,439,2204485,8602,1686,276,1410,57,23,1304,1324,1125,240,885,37,15,809,824,Taylor Rehmet,0.7734282325029656,65.71428571428571,34.285714285714285,31.428571428571423,0.8362989323843416
4487,0,0,0,0,0,0,0,0,0,0,4487,439,TARRANT,439,2204487,8603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,,0,0,0,
4492,1247,2,39,66,107,0,16,14,30,137,4492,439,TARRANT,439,2204492,8604,2421,1593,828,111,328,369,673,2271,1540,731,98,287,328,593,Taylor Rehmet,0.1524163568773234,78.1021897810219,21.897810218978105,56.2043795620438,0.3420074349442379
4493,2422,6,111,132,249,9,13,32,54,303,4493,439,TARRANT,439,2204493,8605,2976,2080,896,228,167,429,585,2813,2009,804,206,141,385,520,Taylor Rehmet,0.14415322580645162,82.17821782178217,17.82178217821782,64.35643564356435,0.3010752688172043
4494,204,0,6,6,12,0,0,3,3,15,4494,439,TARRANT,439,2204494,8606,238,115,123,3,69,49,115,219,115,104,3,65,33,98,Taylor Rehmet,0.20588235294117646,80.0,20.0,60.0,0.5168067226890757
4496,663,2,17,20,39,4,3,3,10,49,4496,439,TARRANT,439,2204496,8608,1448,459,989,85,434,442,864,1173,431,742,80,297,340,629,Taylor Rehmet,0.3052486187845304,79.59183673469387,20.408163265306122,59.18367346938775,0.6830110497237569
4499,1577,4,53,50,107,0,17,35,52,159,4499,439,TARRANT,439,2204499,8611,2998,969,2029,264,382,1351,1691,2164,758,1406,192,266,907,1158,Taylor Rehmet,0.4506337558372248,67.29559748427673,32.70440251572327,34.59119496855346,0.6767845230153435
4503,1108,0,35,72,107,0,10,12,22,129,4503,439,TARRANT,439,2204503,8612,2626,478,2148,54,70,1996,2060,1895,407,1488,43,58,1364,1419,Taylor Rehmet,0.7600913937547601,82.94573643410853,17.05426356589147,65.89147286821705,0.817974105102818
4508,4378,9,200,171,380,8,122,90,220,600,4508,439,TARRANT,439,2204508,8613,7370,3305,4065,900,1130,1876,2929,5523,2728,2795,636,739,1257,1963,Taylor Rehmet,0.2545454545454545,63.33333333333333,36.666666666666664,26.666666666666664,0.5515603799185889
4512,0,0,0,0,0,0,0,0,0,0,4512,439,TARRANT,439,2204512,8614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,,0,0,0,
4528,3940,8,199,181,388,2,125,93,220,608,4528,439,TARRANT,439,2204528,8615,6015,3202,2813,761,556,1335,1854,4440,2512,1928,576,371,850,1198,Taylor Rehmet,0.22194513715710723,63.81578947368421,36.18421052631579,27.631578947368425,0.46766417290108064
4531,3110,4,138,124,266,3,113,112,228,494,4531,439,TARRANT,439,2204531,8616,4676,2748,1928,117,254,1401,1645,3551,2227,1324,78,165,955,1114,Taylor Rehmet,0.29961505560307955,53.84615384615385,46.15384615384615,7.692307692307693,0.41231822070145424
4532,1279,2,35,32,69,0,78,82,160,229,4532,439,TARRANT,439,2204532,8617,1578,1325,253,36,37,139,167,1321,1139,182,22,22,99,116,Leigh Wambsganss,0.08808618504435994,30.131004366812224,69.86899563318777,-39.737991266375545,0.1603295310519645
4533,1638,2,70,54,126,0,34,60,94,220,4533,439,TARRANT,439,2204533,8618,3497,1189,2308,268,208,1781,1968,2486,986,1500,203,123,1130,1243,Taylor Rehmet,0.5092936802973977,57.27272727272727,42.72727272727273,14.545454545454547,0.6599942808121246
4534,3741,5,104,128,237,2,85,91,178,415,4534,439,TARRANT,439,2204534,8619,5815,3414,2401,193,630,1462,2034,4371,2699,1672,152,432,997,1396,Taylor Rehmet,0.2514187446259673,57.10843373493976,42.89156626506024,14.216867469879517,0.4128976784178848
4540,3366,5,125,156,286,9,78,82,169,455,4540,439,TARRANT,439,2204540,8620,5972,2658,3314,748,896,1648,2479,4456,2140,2316,560,589,1105,1667,Taylor Rehmet,0.27595445411922304,62.857142857142854,37.142857142857146,25.714285714285708,0.5549229738780977
4551,2767,11,74,116,201,5,57,65,127,328,4551,439,TARRANT,439,2204551,8621,4276,2329,1947,187,469,1225,1654,3103,1823,1280,129,298,786,1067,Taylor Rehmet,0.28648269410664173,61.28048780487805,38.71951219512195,22.5609756097561,0.45533208606173997
4563,0,0,0,0,0,0,0,0,0,0,4563,439,TARRANT,439,2204563,8622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,,0,0,0,
4565,39,0,0,0,0,0,1,1,2,2,4565,439,TARRANT,439,2204565,8623,96,32,64,0,0,60,60,75,26,49,0,0,45,45,Leigh Wambsganss,0.625,0.0,100.0,-100.0,0.6666666666666666
4568,69,0,3,3,6,2,1,2,5,11,4568,439,TARRANT,439,2204568,8624,102,65,37,1,3,27,29,85,56,29,0,2,19,21,Taylor Rehmet,0.2647058823529412,54.54545454545454,45.45454545454545,9.090909090909086,0.3627450980392157
4572,46,0,2,7,9,0,1,1,2,11,4572,439,TARRANT,439,2204572,8625,63,2,61,1,26,34,59,41,2,39,0,15,24,39,Taylor Rehmet,0.5396825396825397,81.81818181818183,18.181818181818183,63.63636363636364,0.9682539682539683
4573,0,0,0,0,0,0,0,0,0,0,4573,439,TARRANT,439,2204573,8626,19,3,16,0,11,3,14,16,3,13,0,8,3,11,Tie,0.15789473684210525,0,0,0,0.8421052631578947
4588,4448,6,205,262,473,9,111,166,286,759,4588,439,TARRANT,439,2204588,8628,6437,3569,2868,821,703,1227,1893,4648,2654,1994,617,466,826,1268,Taylor Rehmet,0.19061674693180053,62.31884057971014,37.68115942028986,24.637681159420282,0.44554916886748486
